C91	C92	C93
4	0	14
301	471	320
624	1690	1453
0	0	0
0	0	0
462	563	395
43	68	71
0	0	0
0	0	0
0	0	0
492	485	407
144	216	196
160	114	119
122	112	105
302	241	193
228	287	256
150	92	110
361	442	450
1	2	8
0	0	0
0	0	0
361	281	379
0	0	0
1	0	1
72	42	85
199	242	197
776	833	655
160	21	153
346	19	603
6	21	9
447	426	453
706	699	555
233	146	146
456	417	350
115	218	205
49	54	29
46	36	26
63	30	81
100	54	94
0	0	0
0	0	0
21	34	31
0	0	0
7	6	11
0	0	3
130	5	342
0	0	0
1909	2245	1853
435	470	442
695	664	653
3386	3285	2755
31	15	18
10	1	4
242	244	212
17	10	29
5	4	3
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0
10	15	17
0	0	0
259	428	493
829	951	865
0	0	0
1	1	5
0	0	0
0	0	0
129	102	86
954	1182	938
58	48	46
14	0	25
15	0	42
0	0	0
0	0	0
546	606	467
0	0	0
572	681	599
1332	1102	882
125	164	112
75	48	55
727	855	764
74	158	142
281	373	275
407	417	379
913	787	631
10	3	9
0	3	2
3	0	9
0	0	0
4773	5228	4745
175	163	138
58	82	73
117	104	105
2	8	3
0	0	1
0	0	0
6	9	5
68	76	41
1319	1888	1513
1	0	3
0	0	0
2832	3661	2882
0	0	0
576	575	419
0	0	0
46	31	53
0	0	0
0	0	0
137	137	106
1632	1026	1045
1054	964	960
1	0	1
0	0	0
122	95	77
278	243	331
160	214	164
0	0	0
31	15	10
0	0	0
7	2	4
0	0	0
0	0	0
157	172	133
1	0	0
927	1020	767
1	1	1
165	145	125
0	0	0
3229	3101	2455
0	0	0
226	282	238
2877	2088	1828
3	0	9
21	44	35
294	465	322
0	0	0
132	110	114
1627	1450	1218
0	0	1
1	1	2
0	0	0
1014	963	828
306	193	369
38	105	97
1012	1169	1030
614	956	752
339	481	396
65	62	71
0	0	0
195	215	203
1	1	1
220	204	233
535	638	561
341	383	317
229	124	162
239	277	263
86	107	64
135	132	122
566	673	644
230	156	179
597	614	496
344	313	313
0	0	0
1157	1546	1270
69	53	49
0	0	0
0	0	0
0	0	0
1	2	2
97	65	63
0	0	0
0	0	0
557	821	718
0	0	0
44	73	67
0	0	1
1489	1283	1061
14	14	15
249	279	249
1	1	6
21	12	15
7473	6639	5879
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
83	73	68
104	66	47
0	0	0
579	320	726
0	0	0
13	11	15
5	8	4
121	99	99
5452	8324	3710
231	252	177
831	663	544
428	371	363
3	2	6
34	27	25
0	0	0
101	80	230
43	11	95
271	298	237
0	0	0
0	0	0
0	0	3
113	102	75
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
522	810	629
55	131	64
2	5	5
903	701	442
5	3	3
1147	958	797
289	215	166
168	129	119
516	564	689
0	0	0
33	45	43
67	119	110
78	63	41
11	5	3
0	0	0
0	0	0
280	231	125
413	461	344
314	274	242
270	219	230
249	704	478
14	12	14
20	26	13
0	0	0
492	387	327
65	54	50
0	0	0
0	0	0
0	0	0
4	0	1
10	9	10
1	5	1
6	0	1
6	1	3
18	9	6
7609	7441	6086
255	150	139
0	0	0
0	0	0
0	0	0
2485	2332	1713
352	427	425
0	0	0
0	0	0
1	0	0
26	15	22
13	55	49
49	88	47
59	65	59
54	82	91
1295	1021	843
5	3	7
3	1	2
126	138	131
7	19	4
3	15	7
57	36	26
568	617	521
10	1	6
512	121	1274
106	8	500
50	40	41
0	0	0
138	71	201
1638	1663	1439
10564	7273	7119
28	32	99
182	542	536
67	49	93
560	575	472
17	33	20
24	16	6
0	0	0
2312	2325	1814
242	179	120
3	0	4
560	606	585
2375	2644	2286
7	6	5
71	101	82
30	14	94
838	842	671
213	150	205
60	88	45
12	11	21
2013	2422	2168
207	179	167
3481	3817	2857
598	756	573
0	0	0
0	0	1
1386	1200	961
0	0	0
491	534	481
678	652	541
0	0	0
1685	1526	1270
562	685	687
0	0	0
426	360	298
313	544	426
2	2	1
67	183	166
0	0	0
0	0	0
188	340	277
181	200	143
40	33	25
0	0	0
167	81	243
0	0	0
0	0	3
2	0	0
471	436	275
150	344	271
1	0	0
175	168	138
0	0	0
0	0	0
9	38	24
77	65	37
109	129	114
0	0	0
18	1	28
511	488	445
26	20	21
0	0	0
1	0	0
150	292	330
337	280	274
440	447	369
76	42	43
83	60	38
998	716	707
2539	3573	3226
672	754	643
0	0	0
0	0	2
0	0	0
0	0	0
273	275	230
1097	1482	1319
3013	2902	2301
33	4	43
71	81	43
216	182	148
150	158	159
136	94	62
0	0	0
175	236	214
797	726	610
18	19	40
0	0	0
41	60	41
0	0	0
0	0	0
0	0	0
319	375	314
513	321	368
0	0	0
244	102	428
351	568	458
0	0	0
14	6	17
6	2	1
24	16	21
239	232	161
1020	1012	841
111	126	104
2	5	2
10	11	4
191	162	155
140	140	151
250	24	506
402	645	741
3	5	4
0	0	0
1	1	2
0	1	0
198	157	283
194	135	260
0	0	0
7	10	4
45	75	43
130	109	159
0	0	0
0	0	0
280	303	288
60	59	46
332	306	369
106	56	109
700	711	614
270	197	183
299	270	253
183	194	158
15	29	19
0	0	0
0	0	0
157	235	209
37	51	40
512	305	283
1673	1982	1675
28	15	14
0	0	0
520	544	449
3023	3431	2573
809	801	718
4	3	9
1	1	2
185	212	195
90	77	137
0	0	1
20	14	7
0	0	0
0	0	0
2273	3322	2592
5	9	3
168	175	176
3	0	9
77	214	210
246	228	203
40	85	66
60	65	52
0	0	3
86	76	69
0	1	2
4	5	1
4	2	2
5	6	0
37	50	22
6	5	7
1	8	2
0	0	0
0	0	0
134	121	112
0	0	0
254	372	361
517	580	594
537	371	331
316	282	233
751	920	870
603	738	705
20	3	37
89	1	199
682	845	823
0	0	0
23	16	15
1090	1530	1505
1207	1576	1246
0	0	2
29	108	79
194	219	182
56	90	91
867	908	783
785	980	813
7	6	6
1110	1672	1311
178	194	158
0	0	1
35	33	62
0	0	0
0	0	0
5	19	6
12	13	10
209	132	258
95	107	76
2	1	1
48	37	29
1	0	0
35	41	51
1066	1178	1032
650	551	416
310	290	270
231	326	379
1356	3817	3411
15	8	15
9045	6208	5399
673	579	530
18	4	30
0	0	0
0	0	0
5312	3900	3402
2503	1806	1722
0	2	1
0	0	0
673	493	386
31	60	58
173	329	239
2	4	0
200	139	123
288	269	218
401	300	342
1353	4251	322
9	35	3
36	31	19
0	0	0
2537	3372	3071
57	72	88
313	392	287
146	122	110
91	132	86
1191	2095	1557
4693	7776	5057
0	0	1
206	250	226
165	190	131
638	640	505
19	36	43
425	469	374
180	169	134
0	0	0
3700	6478	5170
551	478	386
545	442	362
0	0	0
954	980	1006
560	457	412
83	83	119
2	2	1
0	0	0
633	991	1003
36	62	37
512	469	494
0	0	0
557	562	454
20	36	27
0	0	0
0	0	0
16576	16268	15138
0	0	2
0	0	0
0	4	1
570	611	563
2123	2376	2252
8	2	20
0	0	0
0	0	0
0	0	0
4005	2662	2579
162	13	226
1	7	1
0	0	0
82	48	34
31	7	10
304	310	246
259	367	316
56	73	87
2	5	4
0	0	0
1	6	10
878	817	646
0	0	0
2	8	0
0	0	0
65	51	48
349	291	257
1	0	1
0	0	0
3	0	3
0	0	3
9	0	33
1	0	3
24	0	60
917	1617	1323
4	1	1
0	0	0
0	0	0
22282	46463	40637
286	245	306
140	168	123
2685	3083	2396
0	0	1
0	1	0
64	83	90
9409	9924	10226
181	175	159
532	802	554
261	331	333
706	736	595
3111	4031	3598
1	0	0
1121	932	821
1162	1658	1428
0	0	0
356	491	352
7	0	17
46	20	14
0	2	1
260	132	412
6	1	4
0	0	0
284	131	170
25	17	45
0	0	4
324	436	365
8144	11892	12419
0	0	0
1478	1547	1144
135	197	134
18	34	32
1155	919	764
119	179	188
90	78	63
1419	1860	1577
664	642	566
0	0	0
3225	6375	4526
0	0	0
325	529	399
339	328	233
0	0	0
17262	36704	30536
3859	8271	7179
5539	4109	3584
59	40	45
299	319	294
43	21	20
1312	788	1705
1018	695	501
103	68	96
1646	1600	1307
0	0	0
92	78	71
3033	2028	1914
648	699	562
99	178	129
123	124	122
95	53	33
39	29	34
106	108	95
2095	1840	1513
3	5	4
461	764	694
83	47	49
20	84	71
101	71	65
0	0	0
120	104	55
313	226	219
2094	2025	1631
254	190	211
6	8	12
0	0	0
202	237	181
96	80	93
973	892	666
0	0	0
0	0	0
757	537	546
1394	2126	1577
437	343	362
52	39	34
454	484	414
33	76	73
91	86	151
1481	1504	1256
5	10	9
61	43	37
467	590	570
37	41	55
235	261	207
64	63	51
806	563	601
10	1	5
347	259	246
388	320	333
39	25	72
248	221	166
192	84	310
71	127	134
255	329	253
158	137	133
559	359	362
177	198	130
279	374	381
3	3	2
0	0	0
0	0	0
9	10	4
563	893	609
239	296	310
2	0	3
0	0	1
366	286	259
0	0	0
2	9	10
0	1	1
15	62	40
827	1140	791
612	481	400
27	13	16
0	4	4
95	57	67
8	5	7
0	0	0
57	45	54
0	0	0
17	20	17
113	110	85
1121	1203	1059
0	0	0
66	131	117
54	48	27
5	2	4
0	0	0
1	1	3
13	11	16
851	1247	906
213	200	163
227	363	268
1176	849	769
192	273	205
281	238	250
816	1066	898
192	130	153
0	0	0
4419	4596	4409
161	196	200
119	189	156
0	0	0
51	34	30
0	0	0
570	902	752
267	313	254
14	63	49
219	348	413
0	0	0
2822	3045	2438
0	0	0
439	423	331
343	244	411
0	0	0
14	45	35
115	64	75
842	480	847
0	0	0
258	336	326
71	66	75
0	0	0
44	17	73
0	0	0
976	284	1578
3	0	0
31	35	22
4	14	9
252	221	299
1214	1050	944
229	302	298
98	110	143
1575	2154	1821
0	0	0
0	0	0
168	417	317
0	1	1
1	4	0
122	71	125
2	3	5
0	0	0
1	1	0
484	458	399
0	0	0
359	391	299
4432	8445	10506
4316	5436	6085
2579	4822	2650
863	1359	1026
117	130	90
67	66	40
1471	1750	1371
177	187	122
128	114	83
21	35	34
396	609	357
0	1	0
87	140	155
24	51	36
33	138	101
12	11	4
380	191	333
148	30	469
599	502	438
514	474	397
55	60	48
478	387	356
0	0	0
0	0	0
179	166	191
324	416	395
166	130	124
277	264	214
262	361	254
0	0	0
0	0	0
1409	1241	1005
182	260	189
875	763	613
130	115	86
1	0	2
54	34	23
2002	2116	1710
568	747	662
28	19	16
230	139	130
485	635	595
358	290	264
231	206	165
1138	958	869
133	136	184
72	291	195
5827	6912	4514
341	198	221
155	195	221
1	6	0
15	8	9
568	722	533
701	603	661
272	299	342
274	235	183
0	0	0
2	3	2
0	0	0
0	0	0
0	0	0
9	8	8
185	217	205
570	593	512
406	409	328
0	0	0
342	266	280
0	0	5
309	325	290
0	0	0
139	43	582
539	468	375
0	0	0
145	174	146
491	692	541
0	0	0
0	0	0
308	296	341
278	286	246
164	180	163
367	771	689
61	33	39
0	0	0
625	873	720
0	0	0
136	83	112
0	0	0
239	252	267
0	0	0
0	1	0
162	207	167
577	552	609
932	1561	899
553	569	510
181	173	148
0	0	0
0	0	0
44	17	35
16	8	15
6	6	27
1251	1426	1120
309	365	296
0	0	1
524	514	433
201	193	164
658	655	485
1079	1771	1637
2	1	0
0	0	0
1087	1304	966
0	0	0
473	602	411
0	0	0
0	0	0
327	605	584
62	95	106
36	65	41
132	267	225
2305	1768	1591
62	48	196
116	237	162
0	0	0
584	1179	836
0	2	6
639	1770	1508
188	188	168
144	140	120
71	71	57
663	614	571
7734	5637	5157
104	1	284
890	1101	906
0	0	0
2	4	1
149	139	121
0	0	0
48	53	57
175	466	289
0	0	0
161	410	382
0	0	0
343	404	326
64	49	39
3604	4583	4804
1158	1130	852
0	0	0
0	0	0
0	0	0
15	5	8
461	485	423
0	0	0
71	91	72
354	481	431
307	214	303
116	103	82
191	159	123
18	41	33
1093	1246	1080
0	0	0
0	0	0
0	0	0
0	0	0
276	368	255
88	105	167
598	734	583
80	89	69
9252	787	19270
201	186	149
657	789	638
723	629	612
0	0	0
2436	2932	2527
938	1170	937
0	0	0
0	0	0
270	153	182
565	367	233
370	522	390
853	670	667
1	2	2
166	129	96
219	307	230
0	2	4
0	0	0
0	0	0
0	0	0
0	0	0
467	495	380
38	28	24
1	0	0
0	0	0
391	452	340
561	795	642
97	94	68
0	2	4
420	419	325
4	9	19
996	1227	850
481	679	532
906	925	724
761	858	792
135	222	275
0	0	0
0	0	0
0	0	0
1809	1464	1224
1736	2605	2005
0	0	0
0	0	0
1	1	0
372	205	196
39	2	72
260	222	163
0	0	1
1959	1980	1770
710	766	720
166	400	286
0	0	0
40	36	25
225	237	195
138	203	164
24	6	40
468	907	712
286	692	547
0	0	0
247	271	256
0	0	0
116	113	86
1289	1793	1298
345	411	366
195	393	343
36	36	38
12	20	12
4	9	6
270	217	179
52	34	36
999	771	817
0	0	0
0	1	0
0	0	0
0	0	0
123	213	154
37	33	27
1	0	1
201	213	200
0	0	0
0	0	0
440	587	492
0	0	0
386	386	292
1422	1154	963
196	185	197
0	0	0
407	414	343
298	593	497
152	277	242
1	2	2
0	0	0
2816	2124	1763
282	420	429
411	377	323
96	107	49
577	469	650
551	654	499
298	456	397
1346	1030	863
0	0	1
0	0	0
1	4	0
3	1	3
0	0	0
200	158	111
48	63	56
156	158	138
771	842	649
348	317	450
0	0	0
1904	1364	1303
13	4	52
61	65	54
876	803	880
269	204	176
0	0	0
141	124	106
0	0	0
1191	843	833
293	324	351
52	48	103
768	916	662
174	184	138
233	272	201
643	494	446
919	695	577
2	4	10
63	52	48
418	294	211
0	0	0
2	3	0
19	12	13
0	0	0
11	26	14
0	0	0
51	53	42
0	1	0
1169	1247	1127
0	0	2
33	61	48
0	2	0
0	0	0
0	0	0
216	224	178
1162	1155	970
6	11	4
369	399	321
90	84	62
5	4	3
449	556	445
2	1	1
1	5	3
109	157	126
146	155	105
2	1	0
788	1007	759
428	468	436
1103	980	822
3	2	2
178	224	194
96	94	196
3095	4278	4033
1	4	2
1926	1809	1317
3	4	0
94	60	68
0	1	0
622	649	543
101	148	119
2427	2586	2038
500	547	474
0	0	0
93	51	54
496	631	471
397	420	347
1	0	0
0	0	0
0	0	0
163	244	211
187	242	177
0	0	0
217	219	186
169	155	131
178	183	112
562	641	457
377	332	220
0	0	1
110	97	93
11	8	8
79	24	63
0	0	0
492	418	414
2	0	1
1230	1982	1680
5	4	6
46	47	58
0	0	1
187	217	139
0	0	0
708	887	682
379	387	268
510	639	488
209	238	318
0	8	6
13	18	38
48	85	62
80	80	70
61	84	75
4087	6290	5826
0	0	0
23	29	23
0	1	3
45	26	16
994	696	1144
14	0	7
0	0	1
106	102	101
0	0	0
125	107	62
0	0	0
1228	1432	1100
3	0	1
12	16	12
89	106	77
1	1	5
9	32	13
318	300	274
0	0	0
0	0	1
263	369	310
0	6	1
0	0	4
58	45	59
0	0	0
0	0	0
0	0	0
0	0	0
772	966	827
0	0	0
0	0	0
0	0	0
700	730	574
4816	6378	4984
206	220	202
0	1	0
63	42	38
1	3	1
166	146	169
0	0	0
1	0	0
0	0	0
586	669	534
406	248	340
310	395	353
529	431	399
26	24	22
131	203	108
17	12	8
501	530	447
1212	1411	1101
528	769	755
128	120	102
1249	1116	1912
0	0	1
287	246	189
18	35	33
1133	1061	923
0	0	0
1113	1332	1031
0	0	0
141	234	198
453	298	379
2	1	1
911	1191	986
0	0	0
96	77	45
450	367	584
42	38	38
965	1229	932
225	334	245
0	0	0
509	554	391
2	1	3
134	93	168
4	4	4
2806	3778	2982
86	80	56
206	204	147
504	599	521
0	0	0
280	302	242
1501	1899	1682
1104	862	496
1330	1583	762
801	694	690
307	662	530
82	87	68
14639	10542	8977
11	20	35
0	1	0
69	84	85
166	203	179
248	213	203
0	0	0
2010	2263	1819
17	2	3
0	0	0
0	0	0
0	0	0
0	0	0
18	0	79
215	216	224
61	54	65
1234	1488	1101
0	0	0
176	425	390
145	214	174
19	15	28
0	0	0
7	4	1
499	675	592
0	0	0
626	761	648
236	308	248
83	149	74
285	252	255
2	0	4
118	158	123
0	0	1
0	0	0
1	0	0
158	101	102
172	157	126
98	85	111
6	41	20
29	71	57
6	19	12
374	454	375
15	11	28
0	0	0
361	338	308
19	10	18
0	0	0
1639	1702	1475
85	12	216
683	622	518
0	0	0
127	153	120
93	88	81
2	5	3
72	53	51
698	880	637
355	496	416
0	0	0
0	0	0
0	0	0
167	114	146
197	269	262
1383	1543	1151
0	0	0
558	617	568
382	469	349
0	2	1
7	3	2
199	451	365
18	16	17
31	45	34
41	37	32
51	53	55
0	0	0
324	336	296
16	12	21
391	409	351
0	0	0
0	0	0
0	0	0
0	0	0
59	65	57
10	6	5
147	119	103
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	2	0
31	35	51
3358	5600	4804
2330	2368	2095
12	15	13
556	583	560
0	0	0
0	0	0
0	0	0
3	3	0
1429	1541	1110
701	833	785
1393	1589	1570
1839	1734	2098
47	53	29
0	0	0
759	715	572
125	97	86
134	108	81
135	149	103
0	0	0
0	0	0
172	221	151
1501	1576	1397
285	185	330
2	0	0
409	397	364
629	381	319
33	11	15
0	0	0
53	63	38
570	414	397
474	483	535
174	237	198
224	111	155
575	753	617
1285	1732	1259
0	0	0
6	4	2
1292	1331	1213
45	49	26
2	0	0
0	1	0
1176	736	1735
253	395	288
2	0	0
57	37	32
202	178	175
0	0	0
1749	2177	1800
0	0	0
1020	2161	1574
50	42	42
1448	1390	1090
122	96	99
0	0	0
0	0	0
107	104	77
4	3	5
234	190	137
0	0	0
73	39	78
26	23	18
0	0	0
8	8	3
0	0	0
1	1	1
691	965	922
612	352	685
331	411	301
84	80	105
143	270	216
960	1135	885
467	562	409
1498	1213	1174
1307	836	991
306	193	178
3	0	0
2	0	0
0	0	0
0	0	0
0	0	0
292	678	552
324	302	253
149	177	140
0	0	0
37177	70717	68746
4911	7100	6155
0	0	0
104	90	107
144	115	85
164	194	123
698	916	685
4	20	17
18	80	79
126	105	114
2	0	3
312	302	276
150	190	155
0	0	1
145	160	112
0	0	0
0	0	0
163	143	123
514	611	444
0	0	0
20	13	14
1	7	5
316	367	286
0	0	0
701	1032	903
0	1	0
0	0	0
1072	1355	1164
465	582	448
0	0	0
839	734	628
171	169	160
20	10	5
0	0	0
0	0	0
0	0	0
72	100	115
460	524	537
723	893	725
0	0	0
683	709	714
494	714	616
0	0	9
16	15	27
0	0	0
0	0	0
4394	3564	3197
62	43	51
13	7	5
167	186	127
466	523	381
0	0	0
72	37	37
17	2	9
3	0	14
8	2	6
553	633	618
170	219	253
23	32	14
99	57	212
85	66	51
0	0	2
54	74	36
37	35	10
2263	2277	916
8	2	4
40	25	82
354	318	311
418	353	314
0	0	0
1281	935	842
11	5	6
94	103	131
6136	7596	5675
40	48	28
25	27	40
1697	1246	1672
70	63	40
0	0	0
1	0	0
1	2	0
1316	1296	1244
634	628	541
588	478	497
425	293	283
1641	1864	1537
0	2	0
0	0	0
511	434	334
404	403	320
274	422	436
86	122	107
0	1	1
313	353	282
0	0	1
0	0	0
83	76	38
418	389	226
181	215	62
318	326	371
2919	3205	2812
70	20	40
14	18	12
327	430	322
247	286	316
401	342	352
3	0	1
6094	6908	6139
367	419	360
96	58	56
5	13	13
77	223	144
168	178	136
0	0	0
222	137	176
678	595	533
3538	3954	3417
692	560	432
0	0	0
212	256	208
569	739	637
2945	3616	3253
2	0	2
250	821	688
5110	3770	3419
518	705	602
441	481	244
443	460	336
3959	4451	3784
0	0	0
858	903	707
98	83	77
4	1	1
0	1	1
454	572	467
223	240	258
37	32	9
220	338	410
0	0	0
0	1	2
91	95	77
166	300	251
447	387	309
1	0	0
89	132	80
18	12	30
189	174	226
418	544	438
0	0	0
0	0	0
5	43	27
1908	2407	2390
388	434	368
134	176	68
295	663	426
18	43	25
0	1	0
494	602	526
197	236	200
502	696	575
159	186	149
475	741	679
1	0	1
1	5	1
0	0	0
165	229	119
926	1653	1249
0	2	0
1461	2750	2285
134	97	97
507	541	486
273	310	295
540	523	486
0	0	0
0	0	0
0	0	0
0	0	0
10	5	4
7	5	9
100	69	48
1	2	1
102	132	127
1799	1681	1451
1039	966	839
29	20	15
218	155	172
361	315	355
291	292	223
0	0	0
1674	2159	1931
495	563	506
40	39	40
14	25	19
754	830	651
549	609	529
6	4	2
161	215	179
0	0	0
117	117	108
225	276	281
499	629	546
4562	10250	8221
0	0	0
0	0	0
34	36	36
2	0	0
1	1	0
385	328	266
663	673	450
19	8	2
0	0	0
0	0	0
85	76	76
0	0	0
1413	897	845
1	0	2
292	255	331
18	28	9
0	0	0
1	0	0
0	0	0
415	513	366
21	11	17
0	0	0
0	0	0
69	19	153
0	0	0
0	0	1
456	406	310
601	726	560
672	728	595
246	347	282
2	2	0
7	14	2
0	0	0
635	500	489
401	409	355
0	0	0
50	56	46
903	683	653
38	96	76
698	610	358
391	376	299
1760	1627	1396
15	14	12
72	63	54
0	0	0
23	44	34
0	3	4
0	0	0
1036	1228	981
54	54	81
1095	1201	1125
970	1796	1309
1754	247	3667
7	0	35
636	655	487
345	314	177
1469	3177	2249
823	677	609
99	99	109
5	2	1
268	276	278
522	595	466
102	94	106
129	94	71
1797	1863	1895
1424	1619	1741
209	154	136
161	154	106
131	129	117
378	764	590
419	286	250
7	3	2
308	588	259
1	8	2
868	1109	835
0	0	0
0	0	0
435	644	583
0	0	0
0	0	0
0	0	0
0	0	0
1	7	1
13	22	17
0	0	0
0	0	0
0	0	0
0	0	0
1219	1563	1326
516	389	381
36	32	32
188	169	180
3420	2936	3216
90	65	52
93	94	77
207	277	209
738	1090	798
466	368	373
202	215	208
3	3	3
3641	4842	3780
0	0	0
0	0	0
3	3	4
14	4	23
0	0	0
0	0	0
323	291	274
5	0	15
0	0	0
1336	1552	1267
99	124	114
842	704	617
0	1	0
335	577	314
0	0	0
2377	2949	2545
251	211	333
2	4	13
162	131	131
144	150	106
559	503	439
442	359	310
588	799	640
1	2	5
502	418	308
124	98	222
479	965	661
5	7	3
167	150	151
3	2	1
1789	1859	1468
3	0	2
1	1	5
1215	1339	1244
3664	4395	3533
839	1194	895
0	0	0
56	20	78
277	276	192
59	50	33
272	308	244
128	331	250
49	36	18
637	984	775
467	702	448
34	20	9
0	0	1
1	6	8
308	236	241
28220	47518	37435
553	617	816
956	1287	1090
463	462	450
4	0	0
552	440	368
3134	3774	3082
525	857	748
158	145	127
6	7	2
281	287	271
55	60	40
398	506	525
213	184	186
313	402	359
73	40	38
0	0	0
18	11	27
935	1002	926
86	79	90
43	39	72
636	759	737
490	578	408
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	0
339	277	223
45	56	36
676	637	817
690	750	626
0	0	0
671	572	573
195	193	121
51	28	64
0	0	0
933	1327	1054
539	631	482
3181	2651	2267
174	110	94
14	19	14
0	0	0
44	55	33
0	0	0
91	108	118
1367	1773	1546
1243	1679	1547
1	0	0
1430	1844	1597
0	0	0
40	37	32
837	899	843
25	28	6
137	94	81
256	225	213
245	478	348
5	0	13
422	409	418
14	7	11
0	0	0
575	588	481
0	0	0
8	12	9
996	1200	894
0	0	0
0	2	0
14	17	9
1559	2310	1946
1134	1312	1081
83	52	101
0	0	0
924	891	769
0	0	0
107	123	105
287	279	310
525	561	515
591	980	779
1425	1821	1521
54	60	37
43	48	48
0	0	0
130	127	100
355	272	198
293	369	232
0	2	1
86	53	53
0	0	0
484	650	613
347	363	273
0	0	3
829	479	578
44	81	42
8	10	6
0	1	0
278	344	302
1	5	3
0	0	0
967	1383	1122
385	475	389
0	0	0
463	522	547
12	1	26
55	100	118
251	383	340
735	1243	640
53	94	73
0	0	1
0	1	0
423	420	412
21	44	77
1984	2540	1867
15	12	17
615	146	1090
3556	5033	4431
0	2	0
138	113	83
118	266	171
7	0	8
0	0	0
0	0	0
579	653	503
1376	1611	1218
140	114	150
353	375	372
652	730	630
505	512	434
133	171	84
0	0	0
4	15	4
0	0	0
30	18	11
140	137	140
0	0	0
15	3	3
0	0	0
2634	4456	3655
1	0	0
0	0	0
44	30	39
229	218	139
55	12	19
0	0	0
0	0	0
1	2	1
484	633	439
1988	2246	1664
267	210	179
1	0	0
7505	5518	4791
11	3	1
0	0	0
0	0	0
243	287	253
205	248	131
2	0	3
1072	1771	1646
4010	4043	3603
2	4	2
0	0	1
974	1103	619
0	0	0
0	2	5
111	164	146
621	639	564
0	0	0
86	77	73
123	81	65
103	61	259
3	4	5
1237	1084	948
152	178	131
344	462	293
6	4	2
0	0	0
0	0	0
76	43	37
0	0	0
122	134	117
1166	1153	944
538	531	485
0	0	0
244	298	236
187	373	312
68	59	98
909	1111	835
4	4	5
2026	2708	2191
1	4	1
983	815	1375
726	869	716
677	604	539
0	0	0
467	468	552
508	375	960
230	320	259
4346	3913	3479
13	15	6
4	1	0
227	284	307
553	640	668
0	0	1
1078	1167	1160
2933	2846	2481
7	6	13
30	104	84
294	552	361
309	433	335
0	0	0
227	249	178
0	0	0
0	0	0
601	418	410
0	1	2
0	0	0
433	326	393
537	596	367
9711	6536	5917
252	288	237
463	684	769
669	547	510
2178	2833	2265
33	71	87
142	123	133
741	768	646
711	929	897
575	616	610
5355	7009	6601
0	0	0
0	0	0
8	3	8
0	0	0
330	340	263
0	0	0
12	5	6
2	2	1
407	273	305
1236	1518	1281
23	57	58
168	167	118
248	332	286
334	318	329
0	0	0
392	516	417
506	531	454
0	0	0
3	0	9
0	0	0
719	1187	873
7	10	7
844	926	717
72	26	152
22	5	7
214	394	344
5	1	0
691	507	686
9	14	9
1197	1250	1016
739	848	753
1585	1763	1378
371	287	244
3	1	2
194	165	130
316	389	317
519	467	470
441	1023	832
1110	1458	1287
138	105	180
9	22	7
97	180	226
103	173	54
763	737	579
405	528	420
110	74	61
0	0	2
1222	2146	2293
932	1479	1695
1	0	0
8	9	8
1289	1315	1315
0	0	0
296	198	183
414	268	247
262	380	331
530	585	537
145	24	247
728	817	577
37	44	30
192	174	133
0	0	0
806	810	609
5573	3723	3656
318	270	222
0	0	0
4	25	19
0	0	0
592	650	546
0	0	0
0	0	0
0	0	0
12	7	44
298	337	263
17	0	41
0	0	0
2	1	1
184	146	158
10	11	7
0	0	0
0	0	0
22	45	30
318	589	512
349	352	296
0	0	0
0	1	1
389	327	254
124	217	148
0	0	0
0	0	0
364	307	304
0	1	0
230	305	230
0	0	0
589	1007	840
33	52	41
0	0	0
0	0	0
149	99	76
0	0	0
0	0	0
366	473	511
161	230	160
417	383	396
0	0	0
3	2	1
888	1435	1095
505	651	1136
6	2	5
374	282	441
0	0	0
69	49	45
3	8	6
208	177	294
0	0	0
0	0	0
298	260	211
1785	2225	2329
1137	1241	1069
1748	2178	1802
124	161	104
0	0	0
330	216	193
189	174	167
286	345	248
170	206	163
0	0	0
56	32	53
62	41	41
0	0	0
288	323	326
345	348	304
1452	1530	1259
0	0	0
0	0	0
1087	1062	874
118	104	101
0	0	0
0	0	0
437	270	269
1138	1183	1051
151	171	154
0	1	1
0	2	4
1	0	0
1105	1386	1135
0	1	0
99	108	147
271	884	629
64	76	44
0	0	0
22	15	20
708	1459	1190
1694	1878	1294
2027	2605	2098
712	539	634
1293	1339	1049
72	41	98
0	0	0
409	376	373
324	426	284
248	235	203
0	0	0
38	48	18
53	51	76
1396	1625	1362
2016	1372	1225
1181	1070	823
1476	1385	1145
270	332	298
48	64	62
1769	1669	1535
0	1	0
0	0	0
527	632	374
2	10	1
0	0	0
33	23	15
0	1	0
0	0	0
16	3	4
238	283	417
1091	1665	1360
19	17	21
109	136	77
1	1	0
0	0	0
0	0	0
237	195	172
226	278	266
57	33	91
1	0	0
62	106	110
20	16	14
2	0	27
4	6	12
81	68	48
1	0	0
0	0	0
0	0	0
694	707	526
1764	2031	1459
48	79	28
279	343	260
1	1	0
117	118	116
1	0	0
29	32	42
157	86	111
373	384	347
544	300	986
3	3	1
