C61	C62
AT1G10660	368	296
AT1G10670	4286	3610
AT1G10680	9	6
AT1G10682	4119	2945
AT1G10690	61	40
AT1G10700	348	304
AT1G10710	0	0
AT1G10715	0	0
AT1G10717	0	0
AT1G10720	738	716
AT1G10730	248	190
AT1G10740	609	490
AT1G10745	0	0
AT1G10747	0	0
AT1G10750	170	96
AT1G04817	0	0
AT1G10760	617	441
AT1G10770	3	0
AT1G10780	118	59
AT1G10790	44	43
AT1G10800	18	14
AT1G10810	73	52
AT1G10820	218	161
AT1G10830	148	145
AT1G10840	2314	1554
AT1G04823	2	0
AT1G10850	591	399
AT1G10865	357	299
AT1G04827	0	0
AT1G10870	571	371
AT1G10875	0	0
AT1G10880	0	0
AT1G10890	974	513
AT1G10900	1045	834
AT1G10910	197	114
AT1G10920	19	8
AT1G10930	166	113
AT1G10940	1391	931
AT1G10950	3144	2300
AT1G10960	1658	2660
AT1G10970	681	457
AT1G10980	1	0
AT1G10990	117	71
AT1G11000	381	182
AT1G11010	0	0
AT1G11020	315	277
AT1G11030	0	0
AT1G11040	0	0
AT1G11050	300	322
AT1G04833	1	3
AT1G11060	350	290
AT1G11070	45	34
AT1G11080	1335	650
AT1G04837	7	4
AT1G11090	155	130
AT1G11100	286	213
AT1G11110	0	0
AT1G11112	1	0
AT1G11120	64	34
AT1G11125	38	34
AT1G11130	396	289
AT1G11145	0	0
AT1G11160	179	145
AT1G11170	39	31
AT1G11175	106	108
AT1G11180	74	73
AT1G11185	129	73
AT1G11190	374	514
AT1G11200	228	174
AT1G11210	17	11
AT1G11220	55	41
AT1G11230	0	0
AT1G11240	554	296
AT1G11250	1	0
AT1G11260	1681	1428
AT1G11270	125	87
AT1G11280	506	338
AT1G11290	23	14
AT1G11300	131	89
AT1G11303	1	3
AT1G11310	1664	1553
AT1G11320	32	19
AT1G11330	61	61
AT1G11340	0	2
AT1G11350	28	36
AT1G11360	759	586
AT1G11362	0	0
AT1G11370	0	0
AT1G11380	422	330
AT1G11390	423	337
AT1G11400	541	437
AT1G04847	0	0
AT1G11410	34	48
AT1G11420	175	134
AT1G11430	298	261
AT1G11440	197	152
AT1G11450	606	398
AT1G11460	79	71
AT1G11470	0	0
AT1G11475	358	234
AT1G11480	1886	1472
AT1G11490	13	25
AT1G11500	10	9
AT1G11510	0	0
AT1G11520	0	0
AT1G11530	45	47
AT1G04853	0	0
AT1G11540	125	120
AT1G11545	1031	613
AT1G11550	0	0
AT1G11560	0	0
AT1G11570	19	11
AT1G11572	3	2
AT1G11580	12716	9192
AT1G04857	0	0
AT1G11590	0	0
AT1G11591	1	0
AT1G11592	295	193
AT1G11593	0	0
AT1G11600	35	33
AT1G11608	0	0
AT1G11610	0	0
AT1G11620	0	0
AT1G11630	172	125
AT1G11640	0	0
AT1G11650	3234	2774
AT1G11655	96	115
AT1G11660	985	841
AT1G11670	1580	1243
AT1G04863	0	0
AT1G11680	3874	2659
AT1G11684	0	0
AT1G11690	2	2
AT1G04867	0	0
AT1G11700	204	220
AT1G11710	78	48
AT1G11720	172	199
AT1G04873	0	2
AT1G11730	21	11
AT1G04877	0	0
AT1G11735	8	2
AT1G11740	194	131
AT1G11750	422	384
AT1G04883	0	0
AT1G11755	154	128
AT1G11760	115	63
AT1G11765	0	0
AT1G11770	0	0
AT1G04887	3	0
AT1G11780	243	151
AT1G11785	0	1
AT1G11790	314	283
AT1G11800	128	102
AT1G11810	0	0
AT1G11820	373	295
AT1G04893	0	0
AT1G11840	7400	6204
AT1G11850	0	9
AT1G11860	3491	4243
AT1G11870	214	137
AT1G04897	2	1
AT1G04907	5	6
AT1G11880	125	83
AT1G11890	650	522
AT1G04913	0	0
AT1G11900	38	31
AT1G04917	1	0
AT1G11905	269	190
AT1G11910	11771	11177
AT1G11915	26	21
AT1G11920	39	53
AT1G11925	0	0
AT1G11930	636	520
AT1G11940	137	71
AT1G11950	136	72
AT1G11960	217	155
AT1G11970	0	0
AT1G11980	0	0
AT1G11990	4	3
AT1G12000	4134	3011
AT1G12010	323	277
AT1G12013	3	8
AT1G12015	0	0
AT1G12020	88	74
AT1G12030	1	2
AT1G04923	1	2
AT1G12040	2344	3304
AT1G12050	509	393
AT1G12060	75	61
AT1G12064	4	10
AT1G12070	18	15
AT1G12080	4339	2791
AT1G12090	4540	3543
AT1G12100	20	11
AT1G12110	8828	9550
AT1G12120	716	608
AT1G12130	4	1
AT1G12140	805	811
AT1G04927	0	0
AT1G12150	175	136
AT1G04933	7	6
AT1G12160	541	405
AT1G12170	0	0
AT1G12180	0	0
AT1G12190	0	0
AT1G12200	494	356
AT1G12210	51	40
AT1G12211	1	2
AT1G12220	112	86
AT1G12230	1596	1314
AT1G12240	2106	1790
AT1G12244	51	42
AT1G12250	72	132
AT1G12260	64	58
AT1G04937	0	0
AT1G12270	980	699
AT1G12280	144	114
AT1G12290	163	161
AT1G12294	0	0
AT1G12300	68	56
AT1G12320	111	72
AT1G12310	1655	1407
AT1G04943	0	0
AT1G04947	0	0
AT1G12330	22	36
AT1G12340	0	0
AT1G12350	302	209
AT1G12360	1479	1269
AT1G12370	229	171
AT1G12380	234	166
AT1G12390	346	311
AT1G12400	124	95
AT1G12410	596	530
AT1G12411	0	0
AT1G12420	278	229
AT1G12430	388	297
AT1G12440	1067	915
AT1G12450	164	148
AT1G12460	141	98
AT1G12470	1157	940
AT1G12480	0	0
AT1G04953	0	0
AT1G12490	0	1
AT1G04957	0	0
AT1G12500	970	829
AT1G12510	0	0
AT1G12520	1135	1092
AT1G12530	260	238
AT1G12540	0	0
AT1G12550	97	83
AT1G12560	1109	1213
AT1G12570	2	2
AT1G12580	768	597
AT1G12590	0	0
AT1G12600	16	15
AT1G04963	0	0
AT1G12610	0	3
AT1G12615	0	0
AT1G12620	80	72
AT1G12630	5	0
AT1G12640	1163	1086
AT1G12650	526	346
AT1G12660	0	0
AT1G12663	1	0
AT1G12665	0	0
AT1G12672	0	0
AT1G12680	392	316
AT1G12700	56	27
AT1G12710	121	86
AT1G12730	87	82
AT1G04967	0	1
AT1G12740	481	439
AT1G12750	151	111
AT1G12760	1342	1286
AT1G12770	193	141
AT1G12775	47	40
AT1G12780	402	282
AT1G12790	35	35
AT1G12800	331	347
AT1G12805	393	173
AT1G12810	703	558
AT1G04973	0	0
AT1G12820	693	558
AT1G04977	5	2
AT1G12840	3035	2824
AT1G12830	259	178
AT1G12845	52	22
AT1G12850	744	638
AT1G12855	0	0
AT1G12860	34	44
AT1G12870	0	0
AT1G12880	70	34
AT1G04983	0	0
AT1G12890	2	6
AT1G12900	22	2334
AT1G12910	689	497
AT1G12920	2225	1553
AT1G12930	377	216
AT1G12940	0	0
AT1G12950	467	400
AT1G12960	0	0
AT1G12970	312	257
AT1G12980	0	0
AT1G12990	296	210
AT1G13000	376	267
AT1G13010	0	0
AT1G13020	893	694
AT1G13030	176	110
AT1G13040	85	37
AT1G13050	68	44
AT1G13060	2178	1534
AT1G04987	0	0
AT1G13080	2048	2385
AT1G13090	363	394
AT1G13100	255	262
AT1G13110	1090	1284
AT1G13120	426	251
AT1G13130	15	35
AT1G13140	0	0
AT1G13143	14	3
AT1G13150	0	0
AT1G13160	712	392
AT1G13170	721	472
AT1G13180	204	152
AT1G13190	618	543
AT1G13195	187	124
AT1G13200	0	0
AT1G13210	742	669
AT1G13220	442	272
AT1G13230	11	2
AT1G13240	0	0
AT1G04993	0	0
AT1G13245	71	113
AT1G04997	0	0
AT1G13250	251	203
AT1G05003	0	0
AT1G13260	221	314
AT1G13270	60	49
AT1G13280	782	573
AT1G13290	0	0
AT1G13300	1341	1123
AT1G13310	4	7
AT1G13320	1152	981
AT1G13330	31	16
AT1G13340	125	140
AT1G13350	514	318
AT1G13360	1647	1390
AT1G05007	0	0
AT1G13370	1	0
AT1G13380	301	226
AT1G13390	530	457
AT1G13400	0	0
AT1G13410	42	22
AT1G13420	960	916
AT1G13430	152	130
AT1G13440	28321	22649
AT1G05013	0	0
AT1G13448	11	8
AT1G13450	597	443
AT1G13460	485	372
AT1G13470	0	0
AT1G13480	32	34
AT1G13485	0	0
AT1G13490	0	0
AT1G13500	30	12
AT1G13510	80	67
AT1G13520	33	42
AT1G13530	50	68
AT1G13540	19	26
AT1G13550	3	4
AT1G13560	927	629
AT1G13570	381	253
AT1G13580	292	214
AT1G13590	143	98
AT1G13600	245	248
AT1G13605	0	0
AT1G13607	0	0
AT1G13608	0	0
AT1G13609	0	0
AT1G13610	43	35
AT1G13620	47	42
AT1G13630	35	18
AT1G13635	150	144
AT1G13640	1168	904
AT1G13650	0	49
AT1G13670	395	327
AT1G13680	0	0
AT1G13690	231	193
AT1G05017	1	1
AT1G13700	47	45
AT1G05023	0	0
AT1G05027	0	0
AT1G13710	32	14
AT1G13720	0	0
AT1G13730	851	474
AT1G13740	213	175
AT1G05033	10	1
AT1G13750	181	105
AT1G13755	0	0
AT1G13760	0	0
AT1G13770	143	87
AT1G13780	74	57
AT1G13790	17	10
AT1G13800	54	23
AT1G13805	0	0
AT1G13810	109	66
AT1G13820	135	156
AT1G13825	3	2
AT1G13830	409	376
AT1G13840	0	0
AT1G13850	0	0
AT1G13860	321	183
AT1G13870	163	122
AT1G13880	563	508
AT1G13890	0	0
AT1G13900	694	694
AT1G13910	62	63
AT1G13920	101	79
AT1G13930	4593	4004
AT1G13940	360	250
AT1G05037	0	0
AT1G13950	370	336
AT1G13960	658	577
AT1G13970	617	530
AT1G13980	1356	1115
AT1G13990	316	239
AT1G14000	1032	1051
AT1G14010	820	666
AT1G05043	3	3
AT1G14020	380	229
AT1G14030	66	44
AT1G05047	0	0
AT1G14040	588	482
AT1G14048	0	0
AT1G14060	400	259
AT1G14071	3	2
AT1G14080	401	309
AT1G14100	0	0
AT1G14110	0	0
AT1G05053	0	0
AT1G14120	94	132
AT1G14130	179	180
AT1G14140	172	104
AT1G14150	23	106
AT1G14160	780	841
AT1G05057	12	14
AT1G14170	669	685
AT1G14180	84	50
AT1G14185	209	227
AT1G14190	131	103
AT1G14200	135	125
AT1G14205	11	7
AT1G14210	1565	1319
AT1G14220	133	77
AT1G14230	564	396
AT1G14240	213	171
AT1G14250	0	0
AT1G14260	31	18
AT1G14270	62	61
AT1G14280	156	182
AT1G14290	766	515
AT1G14300	332	244
AT1G14310	163	95
AT1G14315	0	0
AT1G14320	9882	6586
AT1G14330	410	332
AT1G14340	383	366
AT1G14345	82	246
AT1G05067	0	0
AT1G05073	0	0
AT1G14350	285	211
AT1G14360	486	350
AT1G14370	285	305
AT1G05077	1	0
AT1G14380	808	623
AT1G05083	0	0
AT1G14390	243	166
AT1G14400	2704	2261
AT1G14410	156	117
AT1G14420	0	0
AT1G14430	14	16
AT1G14440	0	2
AT1G14450	992	816
AT1G14453	8	0
AT1G14455	5	1
AT1G14460	285	195
AT1G05093	0	0
AT1G14470	7	8
AT1G14480	40	26
AT1G14490	7	10
AT1G14500	19	14
AT1G14510	897	649
AT1G14518	0	0
AT1G14520	17	17
AT1G14530	164	131
AT1G14540	70	82
AT1G14550	3	7
AT1G14560	311	217
AT1G14570	1160	856
AT1G14580	214	231
AT1G05097	0	0
AT1G05103	0	0
AT1G05107	0	1
AT1G14590	87	49
AT1G14600	29	35
AT1G14610	3133	2091
AT1G14620	620	398
AT1G14630	26	10
AT1G14640	41	37
AT1G14642	0	3
AT1G14650	1395	1075
AT1G14660	69	41
AT1G05113	0	0
AT1G14670	3284	2547
AT1G14680	13	22
AT1G14685	459	361
AT1G14686	1	3
AT1G14687	1	2
AT1G14688	0	0
AT1G05117	0	0
AT1G14690	751	573
AT1G14700	6	59
AT1G14710	1105	714
AT1G14720	256	331
AT1G14730	748	617
AT1G14740	2291	1793
AT1G14750	43	25
AT1G14755	0	0
AT1G14760	0	0
AT1G14770	110	66
AT1G14780	363	373
AT1G14790	126	106
AT1G14800	0	0
AT1G14810	1151	701
AT1G05123	0	0
AT1G14820	165	108
AT1G14830	2423	1843
AT1G14840	92	68
AT1G14850	915	631
AT1G14860	224	195
AT1G14870	1245	1551
AT1G05127	0	0
AT1G14880	0	0
AT1G14890	155	183
AT1G14900	1036	707
AT1G14910	657	544
AT1G05133	0	0
AT1G14920	360	280
AT1G14930	0	0
AT1G14940	0	0
AT1G14950	0	0
AT1G14960	1207	912
AT1G14970	148	65
AT1G14980	2864	1989
AT1G14990	148	82
AT1G15000	271	226
AT1G15002	15	9
AT1G05137	0	0
AT1G15010	3	7
AT1G15015	0	0
AT1G15020	527	366
AT1G15030	286	212
AT1G05143	0	0
AT1G15040	28	35
AT1G05147	1	0
AT1G15050	10	1
AT1G15060	404	315
AT1G15080	62	19
AT1G15090	0	0
AT1G05153	0	0
AT1G15085	25	19
AT1G15100	1102	825
AT1G15110	682	486
AT1G15120	2435	1972
AT1G15125	3	9
AT1G15130	1966	1820
AT1G15140	252	219
AT1G15150	2	0
AT1G15160	1	0
AT1G15165	77	43
AT1G15170	243	209
AT1G15175	3	9
AT1G15180	21	61
AT1G15190	3	5
AT1G15200	890	564
AT1G15210	6167	5030
AT1G15215	88	55
AT1G15220	95	79
AT1G15230	339	320
AT1G15240	781	490
AT1G15250	208	152
AT1G15260	3	42
AT1G15270	2100	1887
AT1G15280	1016	674
AT1G15290	845	763
AT1G15310	142	104
AT1G15320	3	6
AT1G15330	12	14
AT1G15340	1885	1318
AT1G15350	842	697
AT1G15360	1	1
AT1G15370	684	573
AT1G15380	3610	2637
AT1G15385	19	9
AT1G15390	197	170
AT1G15400	1374	1196
AT1G05163	0	0
AT1G15405	0	0
AT1G15410	374	294
AT1G15415	3	2
AT1G15420	459	264
AT1G15430	174	151
AT1G15440	700	416
AT1G15450	0	0
AT1G15460	537	374
AT1G15470	364	302
AT1G15480	304	135
AT1G15490	316	248
AT1G15500	2979	2531
AT1G15510	42	45
AT1G15520	3	3
AT1G15530	240	223
AT1G15540	12	5
AT1G15550	831	683
AT1G05173	0	0
AT1G15570	275	157
AT1G15580	4	1
AT1G15590	0	0
AT1G15600	0	0
AT1G15610	0	0
AT1G15620	4	0
AT1G15625	93	62
AT1G15630	18	8
AT1G15640	36	41
AT1G15650	0	0
AT1G15660	309	238
AT1G15670	1385	1346
AT1G15680	0	0
AT1G05177	0	0
AT1G15690	8804	7328
AT1G05183	0	0
AT1G15700	148	124
AT1G15710	207	204
AT1G15720	80	71
AT1G05187	0	1
AT1G15730	83	92
AT1G05193	0	0
AT1G15740	2059	2055
AT1G15750	3275	2720
AT1G05197	0	0
AT1G15757	0	0
AT1G15760	64	40
AT1G15770	0	0
AT1G15772	3	0
AT1G15780	1443	1341
AT1G15790	87	57
AT1G15800	118	93
AT1G15810	733	487
AT1G05203	0	1
AT1G15820	452	2725
AT1G05207	0	4
AT1G15830	4	66
AT1G15825	12	8
AT1G15840	0	0
AT1G15850	0	0
AT1G15860	652	570
AT1G15870	32	23
AT1G15880	646	546
AT1G15885	27	9
AT1G15890	88	105
AT1G15900	13	5
AT1G15910	489	285
AT1G15920	500	450
AT1G15930	4098	2492
AT1G15940	599	325
AT1G15950	2866	2500
AT1G05213	10	11
AT1G15960	10	11
AT1G15970	258	180
AT1G15980	27	245
AT1G15990	0	1
AT1G16000	364	230
AT1G16010	743	663
AT1G16020	337	236
AT1G16022	67	32
AT1G16025	2	1
AT1G16030	172	105
AT1G16040	287	237
AT1G16060	487	488
AT1G16070	54	21
AT1G16080	173	304
AT1G16090	17	11
AT1G16100	0	0
AT1G16110	78	52
AT1G05217	0	0
AT1G16120	34	35
AT1G16130	71	77
AT1G16150	86	122
AT1G16160	67	67
AT1G16170	342	315
AT1G16180	4851	4914
AT1G16190	437	246
AT1G16210	971	773
AT1G16220	140	101
AT1G16225	11	2
AT1G05223	0	0
AT1G16230	12	4
AT1G16240	1111	1067
AT1G16250	190	122
AT1G16260	30	52
AT1G16270	981	659
AT1G16280	199	125
AT1G16290	0	1
AT1G16300	451	291
AT1G16310	234	162
AT1G16320	203	279
AT1G16330	115	62
AT1G16340	267	145
AT1G16350	1654	1337
AT1G16360	16	15
AT1G16370	350	359
AT1G16380	0	0
AT1G16390	366	354
AT1G16400	1589	1185
AT1G16410	2	7
AT1G16420	46	60
AT1G16430	73	50
AT1G16440	151	192
AT1G16445	19	18
AT1G16450	0	0
AT1G16460	722	507
AT1G16470	1167	1002
AT1G16480	40	35
AT1G05227	0	0
AT1G16489	28	14
AT1G16490	18	20
AT1G16500	237	239
AT1G05233	0	0
AT1G16510	96	96
AT1G05237	0	0
AT1G16515	20	30
AT1G16520	493	383
AT1G16530	32	36
AT1G16540	295	192
AT1G16560	1320	957
AT1G05243	1	0
AT1G16570	461	248
AT1G16590	75	28
AT1G16610	1080	702
AT1G16630	256	163
AT1G16635	2	0
AT1G05247	0	0
AT1G16640	17	7
AT1G16650	85	61
AT1G16670	347	328
AT1G16680	390	288
AT1G16690	92	73
AT1G16700	1433	1354
AT1G16705	0	0
AT1G16710	1022	747
AT1G16720	816	1182
AT1G05253	1	1
AT1G16730	3	32
AT1G05257	1	0
AT1G16740	449	322
AT1G16750	6	22
AT1G05263	0	0
AT1G16760	0	1
AT1G16770	1	0
AT1G16780	151	96
AT1G16790	56	41
AT1G16800	251	187
AT1G16810	768	596
AT1G16820	16	14
AT1G05267	0	0
AT1G05273	37	34
AT1G16825	32	27
AT1G16830	48	24
AT1G16840	745	663
AT1G16850	49	43
AT1G16860	1487	1322
AT1G16870	656	424
AT1G16880	758	1028
AT1G16890	2057	1580
AT1G05277	0	0
AT1G16900	406	260
AT1G16905	35	45
AT1G16910	0	0
AT1G16916	90	70
AT1G16920	865	530
AT1G16930	295	271
AT1G16940	0	0
AT1G16945	0	0
AT1G16950	0	0
AT1G16960	0	1
AT1G16970	415	272
AT1G16980	0	0
AT1G17000	0	0
AT1G17010	0	0
AT1G17020	62	56
AT1G17030	24	20
AT1G17040	119	83
AT1G05283	0	0
AT1G17050	440	517
AT1G17060	502	376
AT1G17065	1	2
AT1G05287	2	0
AT1G17070	435	369
AT1G17080	1281	1135
AT1G17090	165	194
AT1G17100	100	287
AT1G17110	765	476
AT1G17120	529	447
AT1G17130	601	450
AT1G05293	4	3
AT1G17140	195	113
AT1G05297	0	0
AT1G17145	208	183
AT1G17147	19	29
AT1G17150	0	0
AT1G17160	296	235
AT1G17170	554	627
AT1G17180	106	113
AT1G17190	1021	793
AT1G17200	59	76
AT1G17210	2136	1906
AT1G17220	557	880
AT1G17232	47	33
AT1G17230	59	70
AT1G17235	1	1
AT1G17240	36	30
AT1G17255	52	48
AT1G17250	35	19
AT1G17260	25	23
AT1G17270	218	134
AT1G17280	621	493
AT1G17285	130	76
AT1G17290	2785	2218
AT1G17300	274	237
AT1G17310	9	10
AT1G17330	170	155
AT1G17340	677	684
AT1G17345	4	19
AT1G17350	193	151
AT1G17360	782	674
AT1G05303	0	1
AT1G17370	1102	865
AT1G17380	9	5
AT1G17400	36	40
AT1G05307	0	0
AT1G17410	102	50
AT1G05313	0	0
AT1G17420	0	11
AT1G17430	328	226
AT1G17440	630	568
AT1G17450	521	419
AT1G17455	139	126
AT1G17460	64	31
AT1G17470	1278	907
AT1G17480	29	27
AT1G17490	113	102
AT1G17500	1107	898
AT1G17510	165	107
AT1G17520	192	182
AT1G17530	431	361
AT1G17540	1	1
AT1G17545	0	1
AT1G17550	723	557
AT1G17560	139	81
AT1G17570	0	0
AT1G17580	712	555
AT1G17590	129	63
AT1G17600	0	1
AT1G17610	7	2
AT1G17615	0	0
AT1G17620	1908	1831
AT1G17630	34	28
AT1G17640	95	84
AT1G17650	69	83
AT1G17665	36	10
AT1G17660	0	0
AT1G17670	0	0
AT1G17680	570	442
AT1G17690	535	346
AT1G17700	1	3
AT1G17710	6	10
AT1G17720	1694	1352
AT1G17730	434	354
AT1G17744	7	4
AT1G17745	2937	2669
AT1G05317	0	5
AT1G17750	123	79
AT1G05323	0	0
AT1G05327	0	0
AT1G17760	505	318
AT1G17770	0	0
AT1G17780	187	192
AT1G17790	158	100
AT1G17800	0	0
AT1G17810	1	0
AT1G05333	0	0
AT1G17820	0	0
AT1G17830	14	12
AT1G05337	0	0
AT1G17840	99	190
AT1G17850	102	67
AT1G05343	0	1
AT1G17860	3108	3207
AT1G05347	16	14
AT1G17870	48	165
AT1G05353	0	0
AT1G17880	2811	1756
AT1G17890	1104	923
AT1G17910	0	0
AT1G17920	59	24
AT1G05357	0	0
AT1G17930	169	136
AT1G17940	144	110
AT1G17950	92	102
AT1G17960	55	45
AT1G17970	290	227
AT1G17980	681	514
AT1G17990	0	0
AT1G18000	0	0
AT1G18010	0	0
AT1G18020	0	0
AT1G18030	167	84
AT1G05363	0	0
AT1G18040	168	141
AT1G05367	0	0
AT1G18050	0	0
AT1G18060	153	270
AT1G18070	2383	1571
AT1G05373	0	0
AT1G05377	0	0
AT1G18075	27	14
AT1G18080	8673	5562
AT1G18090	97	41
AT1G18100	99	121
AT1G05383	0	0
AT1G18130	0	0
AT1G18140	877	794
AT1G18150	904	829
AT1G18160	1355	914
AT1G18170	47	75
AT1G18180	63	47
AT1G18190	539	313
AT1G18193	1	1
AT1G18197	4	4
AT1G18200	63	34
AT1G18210	1200	1002
AT1G18220	0	0
AT1G05387	0	0
AT1G05397	10	3
AT1G18250	487	253
AT1G18260	1318	1088
AT1G18265	7	9
AT1G18270	2942	2688
AT1G18280	15	12
AT1G18290	88	104
AT1G18300	72	148
AT1G18310	0	0
AT1G18320	12	12
AT1G18330	451	313
AT1G18335	116	95
AT1G18340	162	91
AT1G18350	0	0
AT1G18360	97	94
AT1G18370	408	269
AT1G18390	555	545
AT1G18382	8	21
AT1G18400	62	70
AT1G18410	46	32
AT1G18415	146	85
AT1G18420	300	363
AT1G18430	5	3
AT1G18440	80	75
AT1G18450	811	497
AT1G18460	1069	1021
AT1G18470	1050	1004
AT1G18480	403	327
AT1G18485	28	30
AT1G18486	0	0
AT1G18490	177	154
AT1G18500	1033	821
AT1G18510	0	0
AT1G18520	0	0
AT1G18530	2	0
AT1G18540	7130	4678
AT1G18550	127	73
AT1G18560	140	99
AT1G18570	107	93
AT1G18580	471	408
AT1G18590	345	303
AT1G18600	224	190
AT1G18610	136	106
AT1G18620	377	343
AT1G18630	245	181
AT1G18640	455	351
AT1G18650	105	81
AT1G18660	667	555
AT1G18670	303	223
AT1G18680	76	71
AT1G18690	152	121
AT1G18700	525	361
AT1G05407	0	0
AT1G05413	0	0
AT1G18710	1	1
AT1G18720	1393	1390
AT1G18730	12	110
AT1G18735	0	2
AT1G18740	458	464
AT1G18745	33	18
AT1G05417	0	0
AT1G05423	0	0
AT1G05427	0	0
AT1G05433	0	0
AT1G18750	15	21
AT1G18760	0	0
AT1G18770	0	0
AT1G18773	23	13
AT1G18780	0	0
AT1G18790	0	0
AT1G18800	719	462
AT1G18810	0	28
AT1G18820	0	0
AT1G18830	2	2
AT1G18835	14	16
AT1G05443	0	0
AT1G18840	828	603
AT1G18850	381	225
AT1G05447	0	0
AT1G18860	148	178
AT1G18870	37	28
AT1G18871	0	0
AT1G18880	1913	1481
AT1G18879	0	0
AT1G18890	584	563
AT1G05453	0	0
AT1G18900	462	382
AT1G18910	1053	768
AT1G18940	53	97
AT1G18950	648	467
AT1G18960	2	4
AT1G18970	45	62
AT1G18975	5	7
AT1G18980	1350	1720
AT1G18990	0	0
AT1G19000	3196	3242
AT1G19010	105	67
AT1G19020	299	253
AT1G19025	36	24
AT1G19040	0	0
AT1G19050	98	103
AT1G19060	0	0
AT1G19080	71	43
AT1G19070	1	1
AT1G19086	0	0
AT1G19090	0	0
AT1G19100	200	137
AT1G19110	1297	1111
AT1G19115	16	8
AT1G19120	426	255
AT1G05463	0	0
AT1G19130	437	304
AT1G05467	0	0
AT1G19140	564	481
AT1G19150	3	190
AT1G19160	1	1
AT1G19170	346	276
AT1G05473	0	0
AT1G19180	391	362
AT1G19190	113	109
AT1G19200	19	15
AT1G19210	0	0
AT1G19220	619	444
AT1G05477	0	0
AT1G05483	0	0
AT1G05487	0	0
AT1G19230	493	515
AT1G19240	145	112
AT1G19250	19	12
AT1G19260	0	0
AT1G19270	346	227
AT1G19290	204	143
AT1G05493	0	0
AT1G05497	0	0
AT1G19300	177	221
AT1G19310	140	127
AT1G19320	0	0
AT1G19330	79	48
AT1G19340	43	33
AT1G19350	553	543
AT1G19360	1742	1419
AT1G19370	299	226
AT1G19371	0	0
AT1G19373	2	0
AT1G19376	2	1
AT1G19380	91	95
AT1G19390	35	47
AT1G19394	8	7
AT1G19396	17	14
AT1G19397	55	42
AT1G19400	371	377
AT1G19410	0	0
AT1G19430	636	452
AT1G19440	622	488
AT1G19450	2753	2302
AT1G19460	0	0
AT1G19464	0	0
AT1G19470	0	0
AT1G19480	183	140
AT1G19485	369	196
AT1G19490	129	101
AT1G19500	0	0
AT1G19510	0	0
AT1G19520	946	611
AT1G19530	619	360
AT1G19540	133	64
AT1G19550	1	0
AT1G19565	0	0
AT1G19570	2663	2312
AT1G19580	573	480
AT1G19600	1299	835
AT1G19610	1	0
AT1G19630	0	0
AT1G19620	0	0
AT1G19640	2	4
AT1G19650	77	78
AT1G19660	1248	1235
AT1G19670	0	24
AT1G19680	382	270
AT1G19690	130	59
AT1G19700	900	1022
AT1G05507	0	0
AT1G19710	414	331
AT1G19715	335	296
AT1G19720	56	100
AT1G19730	155	106
AT1G19740	167	239
AT1G19750	7	4
AT1G19770	836	1219
AT1G19780	0	0
AT1G19790	40	22
AT1G19800	290	248
AT1G19830	0	0
AT1G19835	1626	1408
AT1G19840	146	108
AT1G19850	341	218
AT1G19860	245	217
AT1G19870	2717	1928
AT1G19880	833	540
AT1G19890	0	0
AT1G19900	1050	978
AT1G19910	4915	4432
AT1G19920	1071	999
AT1G19930	0	0
AT1G19940	51	46
AT1G19950	179	92
AT1G19960	39	75
AT1G19968	22	12
AT1G19970	102	90
AT1G19980	107	68
AT1G19990	183	103
AT1G20000	0	0
AT1G20010	2367	1836
AT1G20015	0	6
AT1G05517	0	1
AT1G20020	13	255
AT1G20030	65	45
AT1G20040	0	0
AT1G20050	1786	1416
AT1G20060	107	46
AT1G20065	11	5
AT1G05523	1	0
AT1G20070	182	129
AT1G05527	0	0
AT1G05533	1	1
AT1G20080	1	3
AT1G20090	1120	964
AT1G20100	971	634
AT1G20110	2689	2431
AT1G20120	1	2
AT1G20130	1	0
AT1G20132	0	0
AT1G20135	0	0
AT1G20140	217	150
AT1G20150	0	2
AT1G20160	773	541
AT1G20170	0	0
AT1G20180	6	4
AT1G20190	247	247
AT1G20200	1581	1253
AT1G20210	0	0
AT1G20220	1323	849
AT1G20225	977	949
AT1G20230	42	21
AT1G20240	0	0
AT1G20250	0	0
AT1G20260	3759	3630
AT1G20270	313	174
AT1G20280	0	0
AT1G20290	0	0
AT1G20300	152	131
AT1G20310	0	2
AT1G20320	0	0
AT1G20330	1966	1488
AT1G20340	468	3642
AT1G20350	1	4
AT1G05537	0	0
AT1G20360	0	0
AT1G05543	0	0
AT1G05547	0	0
AT1G20370	280	203
AT1G20375	0	0
AT1G20380	285	253
AT1G20400	0	0
AT1G20405	0	0
AT1G20410	204	116
AT1G20420	0	0
AT1G20430	566	386
AT1G20440	19985	20789
AT1G20450	5800	5036
AT1G20460	233	208
AT1G05553	1	0
AT1G05557	53	27
AT1G20470	2	12
AT1G20480	240	162
AT1G20490	92	49
AT1G20500	0	0
AT1G20510	365	319
AT1G20515	3	5
AT1G20520	6	7
AT1G20530	27	17
AT1G20540	274	150
AT1G20550	204	150
AT1G20560	767	644
AT1G20570	25	14
AT1G20575	455	349
AT1G20580	915	612
AT1G20590	0	0
AT1G20600	1	3
AT1G20610	242	161
AT1G20620	2725	2667
AT1G20630	254	210
AT1G20640	811	575
AT1G20650	181	163
AT1G20670	431	318
